incremental-cost,incremental-dalys,moderate_case_dw_sample,severe_case_dw_sample
613544890.8402741,2927.813041467561,0.04890276168470612,0.12069730452319742
594963595.4610698,2258.188467292549,0.043024952793640506,0.20574892397774153
491815227.2429331,1867.4620526611616,0.05754233968594663,0.1243138573108567
453504695.13539064,3637.6911323341583,0.042604975958447935,0.1691866157737312
453825821.36028516,1485.2831717643116,0.050380131405950226,0.13128252177606592
572120648.3694848,3261.079786722965,0.035859942921391726,0.16674728335650243
594946836.5204514,1854.7982029257191,0.05730713277252852,0.09677394680910001
466825734.4744273,2377.750733228717,0.06101689242150706,0.17438688051193224
615312228.7364702,2926.2307482611623,0.043450695125436416,0.11765496431832413
521514993.0758412,1972.2011484144673,0.03987614112259909,0.12398264429416501
582387867.2664001,2815.5008106037412,0.04262136269966916,0.10833726316124397
589989213.4558221,1855.0921240868238,0.0530139777314248,0.10772474414993347
569098892.1781148,1609.5432489199966,0.053467414985237355,0.17942298297117476
614844911.3402044,1835.419363007583,0.04681584113274439,0.14802036490885304
584927062.6233382,3068.0625081357857,0.04845045275121609,0.12957544511506175
618235375.0970813,2007.9246689058407,0.03696852721055,0.09224888678275911
343952281.9843807,844.2095794451106,0.053557271797137714,0.16364468834508206
550740543.6794369,1957.0256555299648,0.05305363672708375,0.15569214941585924
588468342.0672692,2339.5506385802237,0.054732686945394966,0.1296903774715522
566149028.001132,1500.2928572753021,0.04192947488975652,0.1389300704409927
582849791.5211782,3059.99356674933,0.062197325774042064,0.2173184920576243
536323352.74704635,2291.094632541522,0.04050683802501061,0.12411926977023233
577512518.8715566,2610.5559415704975,0.043210494539361856,0.1087031950987431
579921437.3390088,3269.8270931176717,0.04567020028792621,0.1245836376997459
553828998.5173018,1388.428007732498,0.05305100503355311,0.15303358340381834
523473218.3614466,2156.338750233227,0.05491737638989499,0.11359886336645571
597401288.1806923,1982.3565991926184,0.037435186776202854,0.11814805195853291
308320867.85504186,618.7222378374436,0.052739924509563295,0.11979978005113902
533053282.74928164,2265.0805453287257,0.04094304852456598,0.16172094346178179
621473477.7141588,2003.0642981195515,0.04664854852714671,0.13889840257402
186296066.30078882,-92.20598907820931,0.05620842465692904,0.1488122466909859
483173692.0122731,1550.7333169583526,0.04936391132675817,0.11524354733247087
597375516.2865101,3377.9368618785693,0.07335022377376199,0.098507189601476
442732414.9895779,1072.2663181478893,0.04810566555152372,0.1319554636335091
615159264.4487926,3054.500935577392,0.03039442424003145,0.13399105040576606
617612698.3348408,2670.2393087162723,0.05755367872610422,0.12748464404770363
608395184.8439885,2573.040697674255,0.05670006221383719,0.1371306142780812
525433347.365826,2207.773285468946,0.050235514537281846,0.10362995842537459
518858368.4170767,1640.995435139822,0.06961124964647311,0.0957281895158969
459866389.7579007,1259.882826814105,0.060337272594384816,0.1078922100902123
504952199.41492337,1656.4083898288059,0.051967856711530536,0.11013825372360335
560314742.3531954,1566.946496297106,0.04085361118416491,0.09761360989635619
614747799.263813,3724.8330798629595,0.03767285866264172,0.11967622528152277
610535693.1715357,2016.9037912075019,0.05988717686571745,0.11037930658238125
605807108.6603472,2147.6980837967785,0.04013412299978414,0.21230175130181353
532466040.38700056,1435.4795195433426,0.05502714444377026,0.16364970808245768
573469893.7415693,2015.2166524159156,0.058244008319272345,0.1267730176715051
234939140.89987296,219.35855856075705,0.053031305597524,0.18290841126470986
555854115.1070426,2299.048479602046,0.049242263665299275,0.15087924528940344
614979201.4547507,3458.9534879491976,0.04554944059324043,0.1307588977477976
601879404.2720658,3376.2629934737133,0.041246603471429576,0.08975287475337701
381239819.8054673,953.4063648950041,0.06332618166420145,0.11019097449950452
591006148.7107576,2057.6967003527534,0.06318026016941337,0.1046802460998383
437609508.4704701,1694.7258354731466,0.05967097577347373,0.12577292526798348
605068604.0257996,1915.9430557669157,0.04946579685044608,0.13971364067651967
562507482.5341454,2139.8661877904397,0.04961948456113928,0.11969776717393146
515297109.75639576,2318.971674508143,0.0513246074561069,0.12926454588441155
523604555.651739,2312.645275201382,0.04964618498182634,0.17163995982838598
602957414.4331566,1718.1568420430985,0.044836218246423545,0.09944281253870366
619727152.6735411,2736.913833383514,0.041879442876450367,0.13203620748797534
356789447.66904473,700.7806930144166,0.054155938878965394,0.1384344920860218
604648364.7822642,1769.3402585871222,0.06155730832988704,0.1301893520465552
520692121.0775212,2342.329078056211,0.06209395086442948,0.10409032312428686
565022627.5733792,2230.4118154418074,0.051918227303534896,0.1379576948612811
612432883.2861875,3261.988638519973,0.0478549704597968,0.12961366074048364
456698784.38967174,2825.5049732440657,0.0625354548193965,0.1280055281391903
621227999.3924854,2294.1512048274712,0.04536046815928877,0.11818357516521849
548512729.4214543,2266.1306088585516,0.04015041770341088,0.11680594643908178
582048810.4331784,2431.6755017839805,0.044550128747850505,0.14109672397107845
605416496.3769236,3704.935555618407,0.05840894190745451,0.12914948400961565
562517004.823798,2389.6441098909513,0.06385191013120481,0.14834583319364378
598789078.1056747,2009.5339014889823,0.04281535449725283,0.16193930067098403
594469744.9134122,2401.9530598494866,0.04809408172399736,0.1002094851097557
603843379.2923725,2565.324065251045,0.05413378608109214,0.12253253289966047
555508000.3641403,1827.1485413303558,0.03916138228193113,0.15274402241301124
611192294.6756727,1923.2751819716514,0.05566664601742311,0.1410457774578074
586859355.4240649,2430.282056567922,0.047882270804666845,0.09086910439450749
622633418.6174855,1790.508155149673,0.045205807024767876,0.14347115468033664
524613812.9020722,2278.8361634485454,0.03859298121778641,0.169035194956182
591493956.939707,3268.351325213769,0.061859860309631004,0.138878853439165
498933609.0986265,1363.0157351141775,0.047813682714132805,0.10414839200966146
443041531.22865814,2458.6289858993305,0.05305593089876552,0.1477908837026843
584975782.4062868,2740.972091285819,0.04424520018762007,0.11763757004417975
550181714.0645897,2363.4883233639916,0.06207773322719914,0.1253307847393675
567749972.8465581,1967.5096074433018,0.049977436422080225,0.15656081063633615
605405488.3776947,2465.2936357834496,0.035851492836746296,0.11258934897573873
478052383.6541424,970.1043429569063,0.04547884804331909,0.160705412996048
570906551.0869538,2170.0227849355156,0.027400742202441007,0.14722704794269467
341491479.0896164,828.0889498310207,0.04904151883926708,0.20618405080264182
324307018.98824257,625.5195455293388,0.03743581169271267,0.19434796626034936
566943162.8175584,2515.5663123025815,0.0460976910056243,0.14573842667652462
486085438.0085967,1655.5726141435434,0.05571296849517998,0.1667847629643776
440817553.60942554,1946.581979848921,0.04612656359008994,0.16499539842275562
551371711.9016663,2406.824862504694,0.04784257916697997,0.15351124714192813
564953201.9395082,1972.8916237252815,0.03540632172844286,0.12838338395151142
614142414.3224026,3450.39791379551,0.04919514501227461,0.10184665141395184
244107344.65415746,195.12570231172776,0.05744003815100563,0.11095298256008239
595592609.3880872,1335.714882424659,0.02935235060002402,0.1290964006768705
588957338.8343751,2383.7237260322445,0.05705462542401514,0.16041127034853978
614769399.4871088,2376.690183830527,0.03974336507047553,0.10324072958058284
603032480.4596887,1969.346479384034,0.05606224749322295,0.14448704020313835
622556496.923658,1741.1481273312484,0.05138337534836725,0.11617257205337538
570597018.7858024,1807.385316862521,0.04990894771211261,0.1645429660655799
390503461.8921561,1213.5825677023158,0.0679067146876502,0.2003372081974884
521680629.2567475,2992.6529736037046,0.04461106068328955,0.16233178457421382
544089266.205977,1926.7146255713287,0.09055839447110627,0.11851598735774328
599370371.7615182,2823.675028251117,0.04858786097092477,0.10508544551426133
618573064.3836212,2605.6177393549738,0.04166417473370982,0.11722136215959313
511370118.97023565,1964.6471778533933,0.07018841846217098,0.11585853753347373
363618813.2615756,1281.108444866355,0.048116225128458805,0.10329924755043393
577747231.934325,2261.950088620365,0.0483792064874529,0.13718119409653867
573347053.8177816,2847.752912272565,0.0491832730642199,0.13207010725015264
538636403.6532149,3063.768744278749,0.04710022725461733,0.172863627566159
592868328.8463101,1789.5745172007555,0.04867866516929032,0.11243182920508585
601279221.2951882,3490.2070096675297,0.028855402185575113,0.10542638497324586
609687034.6409237,2914.291399245858,0.0378046861411348,0.1280750781868209
616561331.4661546,2677.4048039841523,0.05429394481275641,0.11363613223083749
596912184.8622239,1844.0308277107524,0.07006164135420975,0.13418832534558572
613501436.7325912,1833.3294356686438,0.0443697589425423,0.12110034196379167
605681672.8539196,2633.9101295525243,0.05335907219454539,0.11766513101385158
614669937.5584583,3593.3092864751266,0.06111356780008427,0.129550605061723
619776716.6315219,2252.577181028033,0.04564815122783657,0.15488407457087547
605351497.3087971,3338.5904166549562,0.04508902512507851,0.06725912034496391
613170067.090937,2797.8281030256935,0.060737209224171015,0.14033520673926914
558103813.5292077,3115.2891077329996,0.032325420067357634,0.16450464041791732
623188388.9602642,1884.2927684651327,0.04446589640443217,0.14142032756707992
619893644.8275179,2703.3249567333596,0.03596316745335308,0.11918410380943137
532892496.01424116,2395.4234656246003,0.06066987536759972,0.13982891851325657
452596055.3655075,1633.7595741231416,0.05877788708143437,0.17795401041404296
606174743.7885761,2965.2917974848833,0.038793587280161836,0.11757847535402913
618165939.3766041,1860.27228083701,0.04463032996480519,0.12316469843910152
515697432.25374365,2189.4278770635256,0.07369278385147733,0.1031830759704926
560027221.3051279,2293.922289227167,0.03429409882769864,0.11847416530861091
220124098.77512023,214.55430457757393,0.05296208053834089,0.1428975923181412
435768637.164989,1189.5359845271714,0.0454869272253559,0.12743207861417702
415965803.7314834,1069.898346081413,0.0515835221644631,0.1587313933560217
618370877.9077741,1737.4019085714294,0.03533495708335094,0.12361462106586757
444159111.2157384,1303.6474862802338,0.03641751872266539,0.12311066435440222
560528676.6069472,2627.28642469411,0.03668699526671047,0.15666359472104902
606196240.752964,3169.8847669589704,0.05343018693400148,0.11672332419326194
618333010.7759118,2596.841643136725,0.043857332681340754,0.11880908528892672
617419244.1513121,2450.0329683379828,0.05545766756049354,0.14928354657871043
580966190.6962029,1719.0700986490976,0.05008794811010029,0.1314871215104856
453003377.00932324,1092.1493900849596,0.0634297159500693,0.12328299177633814
519222209.03109133,1521.0451966487553,0.0609968795170561,0.10803850546125453
570527077.4877949,1877.2473651968362,0.05208189414867299,0.1333698367646084
621737073.9138038,1988.3005988543339,0.030745283625543966,0.11977378173150378
480629785.8426941,2764.074538737248,0.0642920933751083,0.13851577965519377
311240137.9822215,451.45275922015253,0.05023065731101635,0.14068485426124464
618662248.6824669,2844.6151313609935,0.04586206171615234,0.12717000642763737
612939161.8049182,2439.710428661811,0.04544533799891333,0.15213635679202753
406296778.2005429,923.0983666898674,0.038026496862936264,0.14746842350041972
506315422.2221255,1581.99412650268,0.06220393236451981,0.12544657974395837
619094352.0580652,1927.2669357175128,0.058021987695339915,0.19065801102954508
577331661.2276548,2649.191595917775,0.048111088425685115,0.10631487209297173
559067178.8052917,3089.278241014448,0.06275677001052939,0.17078420891641896
615541327.9929289,2479.217108121751,0.02759793645706686,0.1329053006609291
445892813.291217,1693.2937219138403,0.04366217431073539,0.1705792901143572
599824209.4102473,2713.763764208229,0.05128954278302666,0.11502590329771405
523340964.21652275,2612.281651928306,0.04866180856917859,0.13398467807877487
613848981.4206501,2381.4245767913926,0.04390633923398459,0.13431721953221445
563303840.7920319,2305.219749719071,0.050836131705793874,0.13714348688140782
596938875.2646668,2015.8964120599762,0.04421799635952495,0.15861733888882504
616016171.1642082,2466.2338112905954,0.04261353482124338,0.18361302566543894
552420708.0242684,1905.669194429775,0.04260905771670344,0.1391613440011899
598653266.1878233,1808.2579005636999,0.05169459235697589,0.17118564690109694
619065558.965733,2767.750442220834,0.05778778422347213,0.18020126283328142
606596756.384508,2220.372350656896,0.031006576242992995,0.12190816070954287
600344800.0370501,2885.0132809792813,0.050997172930251654,0.1451932442043815
565827515.334779,3478.5242996224956,0.06066826068697358,0.1410776570697922
587947356.3949289,1927.4474850645615,0.042200610929142374,0.12645281368604835
605365372.1757145,2222.116340652158,0.051936310445790994,0.1610998065268407
548985577.9095664,1854.3315892239088,0.04575500412368078,0.15690632966474768
607251787.8635246,2711.3964313543493,0.06492196685886899,0.1311529318356057
623853076.7630262,1598.2533162358854,0.04766270691065196,0.11877239826339767
542981325.1563395,2316.8731326866427,0.030979774049225958,0.1170173344597741
614787135.9086609,3927.094887330517,0.05584676156274741,0.1209849896203405
620753535.9708638,2418.330560450813,0.04635211406068065,0.13559047169198396
566033099.394267,2403.3220246266974,0.028459607410143865,0.14306980285653267
531888714.5490893,1436.6706732243301,0.07392409246682308,0.14868140733596077
621144616.1998873,2119.5280601324193,0.04173372603462552,0.10615473330189222
413894606.6424092,1411.8340772781312,0.05391177280972684,0.13752420747847524
424746995.433341,1234.9435460764807,0.05185646060790598,0.1359430985791469
460020569.4395877,2449.79768114083,0.06804606976332225,0.14321698401940403
551139839.0407231,2936.403236217553,0.056669614064686805,0.0952248634130476
588716969.3441607,2125.7672504437232,0.044379537772969706,0.17399532710125729
623372837.9409534,1787.7454204482824,0.036996250932856294,0.13323877866447606
597882962.0853627,2420.901615467521,0.04628024252883383,0.1587816711353653
498902487.9245316,2147.6272992533295,0.06236658231253064,0.16627513018743081
607885925.1868484,2346.026867618765,0.06786923144868896,0.13848634024204612
429053679.9257619,1294.823489769467,0.05329585908688325,0.13008243459259738
622945444.0198867,1718.062123613422,0.05936094765229167,0.12332088456144932
368225992.9129487,792.4452167067057,0.03874707045024314,0.09906651535921439
619439697.817245,1476.4223988940325,0.04012283451293384,0.10359895614060834
615531516.1324215,3623.50951902913,0.03797982922216533,0.11817478250959107
613561414.0182209,3235.44781478688,0.03552366916155115,0.10506021677305216
450903244.40160376,1906.0678282718573,0.06067309071145941,0.07643686228838627
621674214.0912948,2241.3993469127518,0.05738002616143949,0.13967183157744498
589867600.2059284,3457.127190718154,0.058517883643163245,0.1436020296273775
605712873.321386,2991.4618053396443,0.04962780000905925,0.09460862049106601
538935761.431501,3469.9256929582552,0.0591451126657196,0.17101332783498455
357463087.164393,991.3079147044409,0.03444162700478175,0.10957421798498992
521958275.51492786,1682.2933235571513,0.053670219737763675,0.1699510266005535
614257906.6229855,1979.7467905098006,0.058042480137855824,0.12461720945489954
587135957.7783134,1583.8718824150224,0.037842501024287156,0.15794634104649968
615038847.4160297,3356.7318425544495,0.05004657974999383,0.12722030378235646
542730032.5638926,1974.711628591691,0.0594384077521552,0.1453261636184612
621851477.6853181,1868.8039656428,0.053505486759508204,0.1295664641713248
614103123.7144443,2856.0513864931154,0.04995427913917097,0.11210865919947116
462206893.15268433,1349.7651585578387,0.05609366160676442,0.1781520002271454
617654220.1336792,1966.7903636675155,0.05169036253500489,0.17164075729412753
611313623.3524685,3412.949374324194,0.07473305883085424,0.1616598783077524
474432360.2305051,1847.1616253397824,0.04702504752399595,0.1434873866834847
466804430.3614975,1481.6552811346378,0.03766833162775107,0.13632368096968372
528665360.60345435,2697.02464946243,0.04288338162415677,0.1341528444808356
135665983.33170214,-357.30251234397474,0.0540571398447437,0.13368830925926412
609781763.775027,1834.8577283726286,0.03918431418907099,0.12131224059025988
551095831.2341317,3038.52287380129,0.0619310539338063,0.15314483282560115
523799759.41252697,2102.4631114667413,0.03355188356899265,0.13550874957595316
622340090.5131149,1802.3556341269568,0.05388473571200266,0.10900335486775223
615910979.4323826,2884.7349666105933,0.035379126497611234,0.17413926792456688
605837165.3332131,2575.136951543504,0.037778596391772286,0.2168954382795116
301473427.6262129,521.8405014166074,0.056439123220602544,0.1270519308954142
618367269.9452071,2720.3985266100462,0.05256052425296966,0.13627714678439876
309922567.9532374,542.22872586623,0.050982308288879855,0.1181241385634913
394259576.59216547,1312.406546515907,0.07150682202529217,0.15171870627357953
421537031.4536289,1682.8145681389906,0.05769652722130665,0.13713376386362153
618652578.5275439,2701.974709627225,0.05724723202556328,0.11198399853952538
416501513.43488777,1394.2928009843818,0.03933543417615671,0.1465733812662255
611287568.6308751,2868.990802269969,0.037916380246066125,0.12621330732708694
