incremental-cost,incremental-dalys,moderate_case_dw_sample,severe_case_dw_sample
611039466.6033622,3003.0332048483297,0.05728327160137468,0.1546115923819001
618428664.6900295,3504.7097283218072,0.05631857818157146,0.11308323703963236
607573187.5802219,2558.5732517165907,0.05896007958046331,0.10216922214222855
483415503.10485333,2340.8591974558576,0.052560186007721006,0.12983209902296347
602662621.1759841,2062.153126487716,0.05125862131402925,0.13162204565012733
617803202.2508377,2535.5240735786465,0.036223325368395946,0.1765873144970551
590295397.483101,2168.343718434855,0.043243939384235736,0.10796614631616863
613997321.5354179,2028.2886809949273,0.04331846140766927,0.15703680738086015
572446138.7137263,2135.582130316829,0.04371607677429224,0.11060854559147008
620382955.2306126,2345.9335411988795,0.05436285153809214,0.15213530334296052
404973716.2226735,1520.0777278420846,0.040396317248488016,0.16226392860743707
621519524.5075593,1617.3445488467082,0.04884654592528711,0.18445278289629596
446602262.6085857,1229.9996493574517,0.056767843593759366,0.12827720497263054
337900967.10198456,878.5111502402497,0.057932083599299584,0.13647334317593102
440165718.6606853,1381.0359917002388,0.05653289772493947,0.13593712535199176
553030524.5403696,2775.5799709002845,0.052937241793742776,0.10014327743582141
572780519.7351588,1782.0170478620917,0.0521739242787448,0.13000483891137624
619326418.3385575,2710.880789593559,0.034428160560034525,0.17201158535479488
430692077.5378257,943.0435319980547,0.052488822320063515,0.13713795849846083
611657047.8615794,1513.2299853976028,0.053818048120095476,0.12185209163420446
364652473.63106704,1266.383097852964,0.0640490084182138,0.13135239799744516
525802625.3952913,1441.1310159260092,0.04906635302005531,0.11079391421103149
587449156.2854208,1502.084906466469,0.05225174263167412,0.1036226394984136
611303032.5569863,2314.5662895818787,0.060666918508119755,0.14182600469025233
452084039.20127285,1690.5588349527247,0.0348738224173057,0.14052088976653515
568667470.2873293,2323.3961669405885,0.06456623231343811,0.11860066508520063
400988041.7680671,1727.1094311099841,0.0493783095816958,0.12879495736878596
421694215.8146328,1590.8378220378495,0.03487866382283409,0.15693654396675183
555112405.9465972,2227.665193575942,0.04352478258821688,0.11057652048193713
416373983.6292683,1442.1092797202436,0.06120892597249272,0.185828716519769
618924334.7816452,2467.2633157469163,0.035213914958314343,0.1329597934307094
615955759.239988,3531.2488429630066,0.03967892499860637,0.1541093715458795
578028589.5134277,3044.5642130862384,0.05438112340925796,0.1276195980568058
483638739.8075888,1269.8416011496647,0.04112607675312865,0.12325096765025348
568913412.1064651,2809.094373690841,0.04595088979257391,0.12259571016402528
614740255.7605298,4015.68657231191,0.05974508053684786,0.1494065176682829
606765891.4651096,3999.8425686530627,0.05803863598330112,0.11463477305275
520639583.07158375,2706.684881035488,0.05960925289199792,0.15512014031485216
549146481.3312038,1621.7948740380434,0.0436123227696023,0.11062808659982666
618224070.8813399,2839.726381932591,0.04056157335523498,0.14548473685015384
116266065.0732765,-585.0222917275414,0.06695424768708842,0.11536097490675458
553105808.494409,2116.9699981782815,0.04515878870449172,0.14039340048736695
614488256.8350906,3195.491330372611,0.06390157449460517,0.13527979445333432
394525336.20726776,1870.9075285167692,0.06729521840425554,0.08475335942667242
425496630.8384793,1581.2951914502773,0.046834196162282384,0.1085565675293533
541983691.8574033,1657.8919157338373,0.04785009813684391,0.2103592417952701
361219965.48165107,1054.585330987392,0.03509989448320356,0.147170059016374
522205780.4249791,1819.8124538851407,0.04022425136999716,0.12289419642855673
556138830.3491186,2266.344699727775,0.0409169975920079,0.14846472345937686
324142832.53489935,795.220993940985,0.06590800043025904,0.13342294931748974
426562980.76946557,1425.5549744567556,0.04659508508486436,0.13517044094380665
622020682.7398416,2310.821816330976,0.03368000807702284,0.13210570609864103
594900896.1746683,2370.6157745366645,0.0371207775567536,0.1963035393755824
604036513.9004315,2156.524428097762,0.057713462708499766,0.10691751989510291
390797554.4449879,1145.5013700561435,0.05017196378909094,0.11579429038418962
617360869.1444972,2316.8876873212685,0.03474166445706303,0.1455401193941011
597460051.9225588,3088.8919405483784,0.0684259621701771,0.12074180193695704
590853733.405237,2224.6861762622493,0.05052733693370559,0.11650059737488094
603786800.726503,2633.2341075247805,0.040339655792338724,0.1470192444539236
598756057.1319604,2491.529193189461,0.035445892000680344,0.13707228080232503
429681897.24081516,1415.3739314833256,0.056333538578024776,0.12399417948190003
571974376.5774693,4035.2278819783724,0.04873108435382179,0.13416847566422324
562598402.4756826,2198.3915180629256,0.05620533997013163,0.16550869021683254
588191365.4232509,3529.8777428319027,0.07475413169805326,0.13724505147422633
602698383.8125678,5126.729299533888,0.04851893616154796,0.15051306397481787
616349837.7528589,2880.03056986544,0.06609585811082257,0.1256628910003295
596252950.3552337,1956.4518711619958,0.05621734036543501,0.1301880976802222
618570846.36561,2157.2135793771877,0.04886390835127305,0.11526225341897257
530194759.7647833,3018.967859872041,0.031787066640303833,0.12033958427884532
595400498.3421941,2378.510136586012,0.055747061201130335,0.11090859555335317
601338801.0008045,2187.2416492620896,0.04208549390379936,0.1254095198329945
614687688.9519641,4112.1041723828375,0.0569575596966755,0.14045115750465756
520703678.3146976,2273.194884810564,0.054529299004339664,0.10852949342635955
344174657.4706304,987.2332948372014,0.05211580011476783,0.11051088463313366
618920979.1581832,2642.032690519627,0.048283202911453924,0.12608098404215512
603063255.7785127,1989.2555170040268,0.03830993827872531,0.1585308198687691
557601411.3164618,2935.4552188869993,0.04820492807537199,0.14584193782873425
571843149.9698684,2095.161548829976,0.06367298150742734,0.15296577098619302
413834605.74637914,1426.0247078325265,0.07243837199761038,0.12958991030794667
465484050.2351504,1808.5676421663316,0.054395460641208794,0.1383178892066297
271681696.954975,464.98836649446366,0.07116799582722705,0.15310547804335747
411981986.1128127,1629.7583667580975,0.03485353881996638,0.13529591404258784
559348641.6382866,2970.021387288074,0.05118640480964193,0.14903647185263996
592054581.954392,2603.658060749533,0.050524808663213204,0.17594101563614536
