moderate_case_dw;moderate_case_dw_ci95_lower;moderate_case_dw_ci95_upper;severe_case_dw;severe_case_dw_ci95_lower;severe_case_dw_ci95_upper
0.051;0.032;0.074;0.133;0.088;0.190
